"","Gene","Target","ex2_GFP_Rep1_Chip21","ex2_GFP_Rep2_Chip21","ex2_GFP_polyIC_Rep1_Chip21","ex2_GFP_polyIC_Rep2_Chip21","ex2_NS5_Rep1_Chip21","ex2_NS5_Rep2_Chip21","ex2_NS5_polyIC_Rep1_Chip21","ex2_NS5_polyIC_Rep2_Chip21","COSMIC_CGC_FLAG","NCBI_NAME","HGNC_SYMBOL_ACC","ENTREZ_GENE_ID","U133PLUS2_PSID","MIM_MORBID_DESCRIPTION"
"ZBTB9","ZBTB9","AMPL34429475",25,24,37,41,34,28,22,25,0,"zinc_finger_and_BTB_domain_containing_9","28323","221504","226163_at","."
"ZC3H11A","ZC3H11A","AMPL24222273",321,342,385,324,355,417,275,307,0,"zinc_finger_CCCH-type_containing_11A","29093","441155,9877","1565867_a_at,205787_x_at,205788_s_at,243648_at","."
"ZC3H12A","ZC3H12A","AMPL13840600",41,43,83,77,50,43,46,44,0,"zinc_finger_CCCH-type_containing_12A","26259","102465438,80149","218810_at","."
"ZC3H12C","ZC3H12C","AMPL17055914",105,103,137,114,120,134,116,133,0,"zinc_finger_CCCH-type_containing_12C","29362","85463","231899_at","."
"ZC3H13","ZC3H13","AMPL25123896",274,219,227,256,279,326,246,258,0,"zinc_finger_CCCH-type_containing_13","20368","23091","209851_at,212402_at,227536_at","."
"ZC3H14","ZC3H14","AMPL15230875",232,275,234,242,269,249,245,267,0,"zinc_finger_CCCH-type_containing_14","20509","79882","204216_s_at,213063_at,213064_at,243948_at","."
"ZC3H15","ZC3H15","AMPL31640285",511,575,565,536,514,589,672,512,0,"zinc_finger_CCCH-type_containing_15","29528","55854","201593_s_at,201595_s_at","."
"ZC3H18","ZC3H18","AMPL35755405",198,183,284,228,183,206,133,146,0,"zinc_finger_CCCH-type_containing_18","25091","124245","226108_at,238416_x_at","."
"ZC3H3","ZC3H3","AMPL25191451",94,78,80,90,99,73,72,79,0,"zinc_finger_CCCH-type_containing_3","28972","23144","213445_at,241056_at","."
"ZC3H4","ZC3H4","AMPL25371282",190,181,322,332,229,209,161,142,0,"zinc_finger_CCCH-type_containing_4","17808","23211","213390_at","."
"ZC3H6","ZC3H6","AMPL21520672",16,6,8,9,16,21,11,7,0,"zinc_finger_CCCH-type_containing_6","24762","376940","227809_at,241372_at","."
"ZC3H7A","ZC3H7A","AMPL24171098",126,112,64,89,111,136,169,140,0,"zinc_finger_CCCH-type_containing_7A","30959","29066","218348_s_at,226897_s_at","."
"ZC3H7B","ZC3H7B","AMPL32333541",154,183,192,175,197,155,114,102,0,"zinc_finger_CCCH-type_containing_7B","30869","23264","205877_s_at,206169_x_at,213323_s_at","."
"ZC3H8","ZC3H8","AMPL14438256",185,185,204,210,195,251,338,255,0,"zinc_finger_CCCH-type_containing_8","30941","84524","223506_at,239644_at","."
"ZC3HAV1","ZC3HAV1","AMPL31500935",681,711,2265,2396,1288,1352,1789,2231,0,"zinc_finger_CCCH-type__antiviral_1","23721","56829","213051_at,220104_at,225634_at","."
"ZC3HAV1L","ZC3HAV1L","AMPL17608555",100,87,101,79,102,106,82,95,0,"zinc_finger_CCCH-type__antiviral_1-like","22423","92092","1553781_at","."
"ZC3HC1","ZC3HC1","AMPL32597053",180,223,180,203,235,172,244,303,0,"zinc_finger__C3HC-type_containing_1","29913","51530","223163_s_at","."
"ZCCHC10","ZCCHC10","AMPL31205734",98,128,149,168,180,182,271,175,0,"zinc_finger__CCHC_domain_containing_10","25954","54819","1559399_s_at,221193_s_at,223803_s_at","."
"ZCCHC11","ZCCHC11","AMPL336360",82,47,35,47,74,62,38,63,0,"zinc_finger__CCHC_domain_containing_11","28981","23318","212704_at,217594_at","."
"ZCCHC14","ZCCHC14","AMPL24957486",59,79,40,44,52,43,21,32,0,"zinc_finger__CCHC_domain_containing_14","24134","23174","212655_at,215427_s_at","."
"ZCCHC16","ZCCHC16","AMPL3450073",17,30,13,6,9,8,3,9,0,"zinc_finger__CCHC_domain_containing_16","25214","340595",".","."
"ZCCHC17","ZCCHC17","AMPL32487250",137,133,84,89,92,124,106,117,0,"zinc_finger__CCHC_domain_containing_17","30246","51538","223107_s_at,223108_s_at","."
"ZCCHC2","ZCCHC2","AMPL33483476",76,68,90,106,94,111,89,90,0,"zinc_finger__CCHC_domain_containing_2","22916","54877","219062_s_at,222816_s_at,224503_s_at,232222_at,244034_at","."
"ZCCHC3","ZCCHC3","AMPL18479694",81,112,147,159,113,102,100,122,0,"zinc_finger__CCHC_domain_containing_3","16230","85364","225072_at,225091_at","."
"ZCCHC4","ZCCHC4","AMPL14792903",45,58,61,73,74,76,63,59,0,"zinc_finger__CCHC_domain_containing_4","22917","29063","219917_at,220473_s_at","."
"ZCCHC6","ZCCHC6","AMPL14864254",15,31,19,13,22,13,5,18,0,"zinc_finger__CCHC_domain_containing_6","25817","79670","220933_s_at,242776_at","."
"ZCCHC7","ZCCHC7","AMPL14023235",86,172,154,181,198,226,193,157,0,"zinc_finger__CCHC_domain_containing_7","26209","84186","1555562_a_at,226496_at","."
"ZCCHC8","ZCCHC8","AMPL31760494",190,207,199,215,197,197,306,306,0,"zinc_finger__CCHC_domain_containing_8","25265","55596","218478_s_at","."
"ZCCHC9","ZCCHC9","AMPL5449847",89,70,62,58,63,68,139,114,0,"zinc_finger__CCHC_domain_containing_9","25424","84240","225538_at","."
"ZCRB1","ZCRB1","AMPL18285001",893,780,385,360,484,434,522,826,0,"zinc_finger_CCHC-type_and_RNA_binding_motif_1","29620","85437","225394_s_at,227416_s_at","."
"ZCWPW1","ZCWPW1","AMPL30643850",10,11,14,7,11,7,14,9,0,"zinc_finger__CW_type_with_PWWP_domain_1","23486","55063","220618_s_at,223992_x_at","."
"ZDBF2","ZDBF2","AMPL36817911",36,29,54,69,63,62,57,84,0,"zinc_finger__DBF-type_containing_2","29313","57683","228749_at","."
"ZDHHC1","ZDHHC1","AMPL13331167",44,30,19,34,41,35,16,25,0,"zinc_finger__DHHC-type_containing_1","17916","29800","228637_at","."
"ZDHHC11","ZDHHC11","AMPL14585755",52,42,32,26,39,39,16,17,0,"zinc_finger__DHHC-type_containing_11","19158","79844","1552283_s_at,221646_s_at,232417_x_at","."
"ZDHHC12","ZDHHC12","AMPL18015768",124,120,117,102,126,85,80,86,0,"zinc_finger__DHHC-type_containing_12","19159","84885","226088_at","."
"ZDHHC13","ZDHHC13","AMPL32711025",61,70,76,72,78,76,71,74,0,"zinc_finger__DHHC-type_containing_13","18413","54503","219296_at,232440_at","."
"ZDHHC14","ZDHHC14","AMPL15173869",15,18,22,19,19,24,20,22,0,"zinc_finger__DHHC-type_containing_14","20341","79683","219247_s_at,235133_at,239281_at","."
"ZDHHC16","ZDHHC16","AMPL15302087",200,142,135,177,193,186,150,133,0,"zinc_finger__DHHC-type_containing_16","20714","84287","223212_at","."
"ZDHHC17","ZDHHC17","AMPL26375464",103,85,98,94,103,139,96,123,0,"zinc_finger__DHHC-type_containing_17","18412","23390","212982_at,217486_s_at","."
"ZDHHC18","ZDHHC18","AMPL15183647",62,67,64,69,96,67,29,45,0,"zinc_finger__DHHC-type_containing_18","20712","84243","1558327_at,212860_at,231908_at","."
"ZDHHC2","ZDHHC2","AMPL33977891",79,111,47,46,89,131,65,52,0,"zinc_finger__DHHC-type_containing_2","18469","51201","1558372_at,1558373_s_at,222730_s_at,222731_at,244779_at","."
"ZDHHC20","ZDHHC20","AMPL18536986",165,132,121,100,170,149,75,78,0,"zinc_finger__DHHC-type_containing_20","20749","253832","243786_at","."
"ZDHHC21","ZDHHC21","AMPL17186526",76,93,64,86,84,95,63,75,0,"zinc_finger__DHHC-type_containing_21","20750","340481","229240_at,235068_at,241946_at,243281_at,243550_at,243835_at","."
"ZDHHC23","ZDHHC23","AMPL16317364",11,6,13,13,14,10,10,12,0,"zinc_finger__DHHC-type_containing_23","28654","254887","226912_at","."
"ZDHHC24","ZDHHC24","AMPL21033928",112,137,134,120,173,154,130,147,0,"zinc_finger__DHHC-type_containing_24","27387","254359","205634_x_at,227549_x_at,232091_s_at","."
"ZDHHC3","ZDHHC3","AMPL31360192",200,267,166,184,235,174,150,210,0,"zinc_finger__DHHC-type_containing_3","18470","51304","218077_s_at,218078_s_at,226171_at","."
"ZDHHC4","ZDHHC4","AMPL2347980",195,244,205,231,251,262,258,289,0,"zinc_finger__DHHC-type_containing_4","18471","55146","220261_s_at,223137_at","."
"ZDHHC5","ZDHHC5","AMPL24753532",269,323,253,313,276,284,242,237,0,"zinc_finger__DHHC-type_containing_5","18472","25921","224858_at,224868_at","."
"ZDHHC6","ZDHHC6","AMPL35507538",143,162,145,155,125,123,177,202,0,"zinc_finger__DHHC-type_containing_6","19160","64429","218249_at","."
"ZDHHC7","ZDHHC7","AMPL2669733",142,121,125,135,168,189,114,98,0,"zinc_finger__DHHC-type_containing_7","18459","55625","218606_at","."
"ZDHHC8","ZDHHC8","AMPL8252879",11,7,8,8,12,13,5,5,0,"zinc_finger__DHHC-type_containing_8","18474","29801","225744_at,230731_x_at","."
"ZDHHC9","ZDHHC9","AMPL31694534",123,131,78,71,99,106,87,68,0,"zinc_finger__DHHC-type_containing_9","18475","51114","222451_s_at,235015_at","MENTAL_RETARDATION__X-LINKED__SYNDROMIC__RAYMOND_TYPE__MRXSR"
"ZEB1","ZEB1","AMPL8274755",72,70,65,72,58,57,59,51,0,"zinc_finger_E-box_binding_homeobox_1","11642","100996668,6935","210875_s_at,212758_s_at,212764_at,239952_at","CORNEAL_DYSTROPHY__FUCHS_ENDOTHELIAL__6__FECD6,CORNEAL_DYSTROPHY__POSTERIOR_POLYMORPHOUS__3__PPCD3"
"ZEB2","ZEB2","AMPL25494485",22,40,35,58,32,57,32,46,0,"zinc_finger_E-box_binding_homeobox_2","14881","9839","203603_s_at,228333_at,233031_at,235593_at,240652_at","MOWAT-WILSON_SYNDROME__MOWS"
"ZER1","ZER1","AMPL29615937",116,95,80,98,92,105,67,58,0,"zyg-11_related__cell_cycle_regulator","30960","10444","202448_s_at,202452_at,202456_s_at","."
"ZFAND1","ZFAND1","AMPL14587822",189,187,196,172,187,170,215,246,0,"zinc_finger__AN1-type_domain_1","25858","79752","218919_at","."
"ZFAND2A","ZFAND2A","AMPL20916063",371,447,502,571,442,720,775,756,0,"zinc_finger__AN1-type_domain_2A","28073","90637","226650_at","."
"ZFAND2B","ZFAND2B","AMPL35104494",37,51,27,31,50,44,54,52,0,"zinc_finger__AN1-type_domain_2B","25206","130617","226168_at","."
"ZFAND3","ZFAND3","AMPL36203074",117,163,134,145,195,177,105,116,0,"zinc_finger__AN1-type_domain_3","18019","60685","218020_s_at,222493_s_at","."
"ZFAND4","ZFAND4","AMPL1571705",13,4,3,2,4,5,9,11,0,"zinc_finger__AN1-type_domain_4","23504","93550","223624_at,242650_at,244206_at","."
"ZFAND5","ZFAND5","AMPL3422619",1360,1366,1639,1581,1295,2146,3105,1987,0,"zinc_finger__AN1-type_domain_5","13008","7763","210275_s_at,217741_s_at,244787_at","."
"ZFAND6","ZFAND6","AMPL9721596",380,402,299,232,372,275,278,361,0,"zinc_finger__AN1-type_domain_6","30164","54469","221613_s_at","."
"ZFAT","ZFAT","AMPL35573191",22,14,30,23,19,26,18,19,0,"zinc_finger_and_AT_hook_domain_containing","19899","57623","226564_at","."
"ZFC3H1","ZFC3H1","AMPL34657862",163,188,213,205,199,233,301,238,0,"zinc_finger__C3H1-type_containing","28328","196441","1553736_at,213065_at","."
"ZFHX2","ZFHX2","AMPL17723885",18,15,25,17,15,28,9,8,0,"zinc_finger_homeobox_2","20152","85446","231946_at","."
"ZFHX3","ZFHX3","AMPL12522636",521,506,523,504,516,499,278,414,0,"zinc_finger_homeobox_3","777","463","208033_s_at,226137_at,233752_s_at,242738_s_at","."
"ZFHX4","ZFHX4","AMPL14007565",7,27,18,18,29,11,10,12,0,"zinc_finger_homeobox_4","30939","79776","1559270_at,219779_at,241700_at","."
"ZFP1","ZFP1","AMPL17545126",66,88,77,50,51,57,81,52,0,"ZFP1_zinc_finger_protein","23328","162239","226807_at","."
"ZFP106","ZFP106","AMPL36183846",64,63,71,81,61,79,71,56,0,".",".",".",".","."
"ZFP112","ZFP112","AMPL6140734",11,6,16,7,12,7,4,14,0,".",".",".",".","."
"ZFP14","ZFP14","AMPL37409625",46,59,55,68,73,74,55,68,0,"ZFP14_zinc_finger_protein","29312","57677","232911_at","."
"ZFP161","ZFP161","AMPL7746008",28,41,51,58,35,47,26,48,0,".",".",".",".","."
"ZFP28","ZFP28","AMPL36463103",6,21,20,13,21,21,15,21,0,"ZFP28_zinc_finger_protein","17801","140612","231943_at,234300_s_at,234937_x_at,240565_at","."
"ZFP3","ZFP3","AMPL16060310",4,20,12,17,17,12,10,17,0,"ZFP3_zinc_finger_protein","12861","124961","235728_at","."
"ZFP30","ZFP30","AMPL25133836",62,63,62,89,56,64,54,55,0,"ZFP30_zinc_finger_protein","29555","22835","207090_x_at","."
"ZFP36","ZFP36","AMPL8943364",223,180,579,649,435,261,434,453,0,"ZFP36_ring_finger_protein","12862","7538","201531_at","."
"ZFP36L2","ZFP36L2","AMPL12699851",217,216,435,416,323,328,249,306,0,"ZFP36_ring_finger_protein-like_2","1108","678","201367_s_at,201368_at,201369_s_at","."
"ZFP37","ZFP37","AMPL7747593",19,12,30,34,23,8,27,32,0,"ZFP37_zinc_finger_protein","12863","7539","207068_at","."
"ZFP64","ZFP64","AMPL32866912",112,98,111,126,123,103,87,117,0,"ZFP64_zinc_finger_protein","15940","55734","218968_s_at,219536_s_at,222897_s_at","."
"ZFP82","ZFP82","AMPL17870452",20,18,26,35,38,35,30,35,0,"ZFP82_zinc_finger_protein","28682","284406","1555793_a_at,235176_at","."
"ZFP90","ZFP90","AMPL16552715",20,19,14,14,18,13,11,8,0,"ZFP90_zinc_finger_protein","23329","146198","226124_at,235698_at,242400_at","."
"ZFP91","ZFP91","AMPL16189959",384,421,540,598,491,628,487,469,0,"ZFP91_zinc_finger_protein","14983","80829","208597_at,224631_at,224636_at","."
"ZFPL1","ZFPL1","AMPL13261482",58,46,34,54,49,46,57,51,0,"zinc_finger_protein-like_1","12868","7542","209428_s_at,214310_s_at,214311_at","."
"ZFPM1","ZFPM1","AMPL18519756",72,67,96,87,124,105,39,50,0,"zinc_finger_protein__FOG_family_member_1","19762","161882","237463_at,242282_at","."
"ZFR","ZFR","AMPL30726345",407,405,331,368,426,497,481,479,0,"zinc_finger_RNA_binding_protein","17277","51663","201856_s_at,201857_at,213286_at,33148_at","."
"ZFX","ZFX","AMPL8740406",283,279,246,264,286,342,286,224,0,"zinc_finger_protein__X-linked","12869","7543","207247_s_at,207920_x_at,214678_x_at,217176_s_at,229022_at","."
"ZFY","ZFY","AMPL9761213",72,77,92,65,79,102,68,56,0,"zinc_finger_protein__Y-linked","12870","7544","207246_at,207247_s_at,230760_at","."
"ZFYVE1","ZFYVE1","AMPL34784829",59,56,60,64,82,70,64,73,0,"zinc_finger__FYVE_domain_containing_1","13180","53349","223387_at,223388_s_at","."
"ZFYVE16","ZFYVE16","AMPL24810265",130,125,128,138,130,147,144,136,0,"zinc_finger__FYVE_domain_containing_16","20756","9765","1554638_at,1555011_at,203651_at,240859_at","."
"ZFYVE19","ZFYVE19","AMPL5880626",41,26,33,25,20,23,14,27,0,"zinc_finger__FYVE_domain_containing_19","20758","84936","225843_at","."
"ZFYVE20","ZFYVE20","AMPL37114421",19,20,12,27,18,12,13,20,0,"zinc_finger__FYVE_domain_containing_20","20759","64145","1569714_at,226581_at,231765_at","."
"ZFYVE21","ZFYVE21","AMPL10631007",140,89,77,92,119,104,105,93,0,"zinc_finger__FYVE_domain_containing_21","20760","79038","219929_s_at,224445_s_at","."
"ZFYVE26","ZFYVE26","AMPL25953089",162,139,254,251,183,238,154,167,0,"zinc_finger__FYVE_domain_containing_26","20761","23503","213073_at,37943_at","SPASTIC_PARAPLEGIA_15__AUTOSOMAL_RECESSIVE__SPG15"
"ZFYVE27","ZFYVE27","AMPL34705034",70,59,55,58,52,62,39,54,0,"zinc_finger__FYVE_domain_containing_27","26559","118813","225218_at","SPASTIC_PARAPLEGIA_33__AUTOSOMAL_DOMINANT__SPG33"
"ZFYVE9","ZFYVE9","AMPL29359476",70,75,55,63,77,56,53,70,0,"zinc_finger__FYVE_domain_containing_9","6775","9372","204893_s_at,208446_s_at","."
"ZGPAT","ZGPAT","AMPL15503970",33,32,59,47,34,42,37,47,0,"zinc_finger__CCCH-type_with_G_patch_domain","15948","84619","221848_at,57539_at","."
"ZHX1","ZHX1","AMPL12951733",14,21,14,12,14,19,16,13,0,"zinc_fingers_and_homeoboxes_1","12871","11244","223213_s_at,223214_s_at","."
"ZHX2","ZHX2","AMPL24976615",34,35,35,31,38,33,25,38,0,"zinc_fingers_and_homeoboxes_2","18513","22882","203556_at,236169_at","."
"ZIC2","ZIC2","AMPL13190991",34,35,38,29,49,43,31,24,0,"Zic_family_member_2","12873","7546","223642_at","HOLOPROSENCEPHALY_5__HPE5"
"ZIC5","ZIC5","AMPL18007951",54,37,66,70,81,62,29,40,0,"Zic_family_member_5","20322","85416","1552938_at","."
"ZKSCAN1","ZKSCAN1","AMPL7745013",716,716,734,850,870,1179,610,639,0,"zinc_finger_with_KRAB_and_SCAN_domains_1","13101","7586","1557953_at,214670_at,214900_at,225221_at","."
"ZKSCAN2","ZKSCAN2","AMPL708973",27,21,29,29,22,19,15,16,0,"zinc_finger_with_KRAB_and_SCAN_domains_2","25677","342357","232019_at","."
"ZKSCAN5","ZKSCAN5","AMPL35625829",37,34,26,29,25,23,16,45,0,"zinc_finger_with_KRAB_and_SCAN_domains_5","12867","23660","203730_s_at,203731_s_at","."
"ZMAT2","ZMAT2","AMPL35535385",632,585,531,600,698,658,682,911,0,"zinc_finger__matrin-type_2","26433","153527","224782_at","."
"ZMAT3","ZMAT3","AMPL36838587",91,63,65,57,75,70,53,47,0,"zinc_finger__matrin-type_3","29983","64393","1555609_a_at,219628_at,225725_at,227221_at,228315_at","."
"ZMAT4","ZMAT4","AMPL15451504",21,22,24,21,20,23,13,18,0,"zinc_finger__matrin-type_4","25844","79698","219877_at","."
"ZMAT5","ZMAT5","AMPL3482160",25,27,15,9,34,20,25,27,0,"zinc_finger__matrin-type_5","28046","55954","218752_at","."
"ZMIZ1","ZMIZ1","AMPL33428970",186,166,191,154,185,194,83,99,0,"zinc_finger__MIZ-type_containing_1","16493","57178","212124_at,233060_at","."
"ZMIZ2","ZMIZ2","AMPL15197870",118,131,149,96,165,136,58,77,0,"zinc_finger__MIZ-type_containing_2","22229","83637","221525_at,221924_at,236309_x_at,54970_at","."
"ZMPSTE24","ZMPSTE24","AMPL28145924",206,164,150,182,189,185,141,196,0,"zinc_metallopeptidase_STE24","12877","10269","202939_at","MANDIBULOACRAL_DYSPLASIA_WITH_TYPE_B_LIPODYSTROPHY__MADB,RESTRICTIVE_DERMOPATHY__LETHAL"
"ZMYM1","ZMYM1","AMPL15553630",126,142,101,153,171,165,129,135,0,"zinc_finger__MYM-type_1","26253","79830","220206_at","."
"ZMYM2","ZMYM2","AMPL21531279",269,196,182,185,190,244,224,215,0,"zinc_finger__MYM-type_2","12989","7750","202778_s_at,210281_s_at,210282_at,226512_at,240642_at,242597_at","."
"ZMYM3","ZMYM3","AMPL20939819",112,148,131,131,124,122,119,93,0,"zinc_finger__MYM-type_3","13054","9203","1554171_at,1554172_a_at,207559_s_at","."
"ZMYM4","ZMYM4","AMPL29089890",231,220,240,232,234,243,180,215,0,"zinc_finger__MYM-type_4","13055","9202","202049_s_at,202050_s_at,202051_s_at","."
"ZMYM5","ZMYM5","AMPL5575854",40,33,38,37,53,42,40,29,0,"zinc_finger__MYM-type_5","13029","9205","206652_at,206744_s_at,215948_x_at,235620_x_at,243966_at","."
"ZMYM6","ZMYM6","AMPL12285811",48,51,36,47,22,45,39,42,0,"zinc_finger__MYM-type_6","13050","9204","1552969_a_at,1552970_s_at,219924_s_at,219925_at,227594_at,227595_at","."
"ZMYM6NB","ZMYM6NB","AMPL8722186",109,109,112,96,120,116,154,120,0,"ZMYM6_neighbor","40021","100506144","213698_at,219924_s_at","."
"ZMYND11","ZMYND11","AMPL10771751",368,348,335,331,404,553,299,326,0,"zinc_finger__MYND-type_containing_11","16966","10771","1554158_at,1554159_a_at,202136_at,202137_s_at","."
"ZMYND15","ZMYND15","AMPL3248690",1,2,12,7,10,4,7,13,0,"zinc_finger__MYND-type_containing_15","20997","84225","223683_at","."
"ZMYND19","ZMYND19","AMPL34523420",80,80,98,122,62,64,122,142,0,"zinc_finger__MYND-type_containing_19","21146","116225","227477_at","."
"ZMYND8","ZMYND8","AMPL21828448",35,32,51,42,38,38,36,30,0,"zinc_finger__MYND-type_containing_8","9397","23613","207130_at,209048_s_at,209049_s_at,214795_at","."
"ZNF101","ZNF101","AMPL17732305",11,8,12,19,14,14,17,16,0,"zinc_finger_protein_101","12881","94039","1552633_at,1552634_a_at,239231_at","."
"ZNF107","ZNF107","AMPL2536857",59,78,159,140,120,99,99,80,0,"zinc_finger_protein_107","12887","51427","1560854_s_at,205739_x_at","."
"ZNF114","ZNF114","AMPL15882232",18,25,24,14,9,10,25,17,0,"zinc_finger_protein_114","12894","163071","1552946_at,1552947_x_at","."
"ZNF12","ZNF12","AMPL32256164",16,18,23,32,23,18,14,19,0,"zinc_finger_protein_12","12902","7559","1554021_a_at,1559881_s_at,219571_s_at,226015_at","."
"ZNF121","ZNF121","AMPL921668",143,138,192,224,174,224,182,208,0,"zinc_finger_protein_121","12904","7675","1553979_at","."
"ZNF124","ZNF124","AMPL11729404",32,69,47,47,36,55,29,35,0,"zinc_finger_protein_124","12907","7678","206928_at,234394_at","."
"ZNF131","ZNF131","AMPL7745624",78,111,62,73,80,88,97,108,0,"zinc_finger_protein_131","12915","100506639,7690","1557384_at,214741_at,221842_s_at,225916_at","."
"ZNF133","ZNF133","AMPL1789317",7,11,13,14,20,19,9,15,0,"zinc_finger_protein_133","12917","7692","216960_s_at,37254_at","."
"ZNF134","ZNF134","AMPL6995823",39,58,67,56,49,83,60,56,0,"zinc_finger_protein_134","12918","7693","206182_at,227729_at","."
"ZNF136","ZNF136","AMPL10897884",13,16,23,25,20,17,25,32,0,"zinc_finger_protein_136","12920","7695","206240_s_at","."
"ZNF138","ZNF138","AMPL13222287",43,61,44,63,59,67,79,87,0,"zinc_finger_protein_138","12922","7697","244743_x_at","."
"ZNF14","ZNF14","AMPL36806626",27,26,25,28,26,29,23,20,0,"zinc_finger_protein_14","12924","7561","219854_at","."
"ZNF140","ZNF140","AMPL10734826",104,139,144,164,179,157,145,178,0,"zinc_finger_protein_140","12925","7699","204523_at","."
"ZNF141","ZNF141","AMPL8227784",27,22,24,35,39,25,22,30,0,"zinc_finger_protein_141","12926","7700","206931_at,235580_at","POLYDACTYLY__POSTAXIAL__TYPE_A6__PAPA6"
"ZNF142","ZNF142","AMPL1205201",151,133,200,203,141,100,148,137,0,"zinc_finger_protein_142","12927","7701","204474_at,37586_at","."
"ZNF143","ZNF143","AMPL6994781",69,78,65,52,90,110,102,96,0,"zinc_finger_protein_143","12928","7702","221873_at","."
"ZNF148","ZNF148","AMPL37280190",87,95,93,78,84,94,78,79,0,"zinc_finger_protein_148","12933","7707","203318_s_at,203319_s_at,228545_at,230821_at,235166_at,238711_s_at,239024_at","."
"ZNF155","ZNF155","AMPL21983583",6,5,13,9,13,10,10,1,0,"zinc_finger_protein_155","12940","7711","221201_s_at","."
"ZNF16","ZNF16","AMPL12467214",22,31,37,38,19,33,21,23,0,"zinc_finger_protein_16","12947","7564","219548_at","."
"ZNF160","ZNF160","AMPL18365058",64,102,72,61,75,84,62,45,0,"zinc_finger_protein_160","12948","90338","1567032_s_at,214715_x_at,224014_at,239954_at","."
"ZNF165","ZNF165","AMPL7118007",13,9,15,20,17,20,16,24,0,"zinc_finger_protein_165","12953","7718","206683_at","."
"ZNF169","ZNF169","AMPL22547823",52,40,47,57,61,41,23,37,0,"zinc_finger_protein_169","12957","169841","1560921_at,1560922_s_at,1570354_s_at","."
"ZNF17","ZNF17","AMPL13136380",16,22,17,29,25,21,8,22,0,"zinc_finger_protein_17","12958","7565",".","."
"ZNF174","ZNF174","AMPL10100590",88,116,118,119,108,116,189,137,0,"zinc_finger_protein_174","12963","7727","205252_at,210290_at,210291_s_at","."
